,Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat
833,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
834,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
835,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
836,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
837,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
838,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
839,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
840,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
841,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
842,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
843,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
844,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
845,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
846,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
847,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
848,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
849,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
850,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
851,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
852,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
853,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
854,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
855,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
856,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
857,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
858,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
859,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
860,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
861,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
862,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
863,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
864,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
865,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
866,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
867,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
868,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
869,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
870,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
871,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
872,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
873,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
874,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
875,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
876,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
877,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
878,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
879,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
880,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
881,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
882,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
883,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
884,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
885,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
886,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
887,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
888,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
889,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
890,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
891,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
892,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
893,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
894,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
895,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
896,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
897,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
898,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
899,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
900,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
901,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
902,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
903,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
904,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
905,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
906,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
907,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
908,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
909,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
910,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
911,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
912,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
913,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
914,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
915,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
916,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
917,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
918,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
919,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
920,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
921,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
922,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
923,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
924,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
925,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
926,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
927,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
928,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
929,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
930,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
931,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
932,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
933,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
934,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
935,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
936,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
937,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
938,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
939,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
940,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
941,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
942,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
943,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
944,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
945,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
946,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
947,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
948,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
949,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
950,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
951,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
952,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
953,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
954,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
955,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
956,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
957,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
958,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
959,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
960,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
961,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
962,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
963,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
964,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
965,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
966,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
967,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
968,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
969,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
970,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
971,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
972,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
973,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
974,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
975,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
976,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
977,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
978,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
979,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
980,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
981,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
982,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
983,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
984,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
985,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
986,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
987,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
988,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
989,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
990,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
991,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
992,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
993,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
994,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
995,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
996,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
997,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
998,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
999,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1000,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1001,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1002,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1003,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1004,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1005,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1006,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1007,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1008,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1009,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1010,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1011,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1012,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1013,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1014,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1015,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1016,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1017,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1018,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1019,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1020,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1021,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1022,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1023,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1024,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1025,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1026,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1027,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1028,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1029,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1030,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1031,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1032,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1033,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1034,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1035,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1036,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1037,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1038,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1039,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1040,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1041,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1042,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1043,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1044,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1045,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1046,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1047,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1048,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1049,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1050,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1051,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1052,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1053,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1054,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1055,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1056,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1057,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1058,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1059,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1060,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1061,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1062,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1063,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1064,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1065,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1066,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1067,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1068,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1069,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1070,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1071,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1072,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1073,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1074,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1075,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1076,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1077,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1078,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1079,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1080,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1081,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1082,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1083,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1084,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1085,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1086,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1087,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1088,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1089,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1090,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1091,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1092,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1093,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1094,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
